Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Eragrostis spectabilis,Eragrostis spectabilis,Purple Lovegrass,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eragrostis-spectabilis/,https://www.outsidepride.com/seed/ornamental-grass/love-grass/love-grass-purple.html#:~:text=Purple%20love%20grass%20(Eragrostis%20spectabilis | https://www.rpseeds.co.uk/products/eragrostis-spectabilis-purple-love-grass-seeds#:~:text=GROWING%20GUIDE | https://www.picturethisai.com/care/propagate/Eragrostis_spectabilis.html#:~:text=Purple%20lovegrass%20is%20typically%20propagated%20through%20division%2C
Eragrostis trichodes,Eragrostis trichodes,Sand Lovegrass,Seed,Stratification | No Treatment,Materials listed: Seed. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eragrostis-trichodes/,https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=poaceae-eragrostis-1770#:~:text=General%20Distribution: | https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_ertr3.pdf | https://www.everwilde.com/store/Eragrostis-trichodes-Seed.html
Erigeron modestus,Erigeron modestus,Prairie Fleabane,Seed,Scarification,Materials listed: Seed. Treatment tags listed: Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/erigeron-modestus/,https://www.picturethisai.com/care/propagate/Erigeron_modestus.html
Erigeron philadelphicus,Erigeron philadelphicus,Philadelphia Fleabane,Seed | Bud,No Treatment | Division | Stratification,Materials listed: Seed | Bud. Treatment tags listed: No Treatment | Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/erigeron-philadelphicus/,https://earthone.io/plant/erigeron%20philadelphicus | https://courses.washington.edu/esrm412/protocols/2017/ERPH.pdf
Eriogonum longifolium var. longifolium,Eriogonum longifolium var. longifolium,Longleaf Buckwheat,Seed | Bud | Stem,No Treatment | Division | Cutting,Materials listed: Seed | Bud | Stem. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eriogonum-longifolium-var-longifolium/,https://pfaf.org/user/Plant.aspx?LatinName=Eriogonum+longifolium#:~:text=Plant%20Propagation
Eryngium hookeri,Eryngium hookeri,Hooker's Eryngo,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eryngium-hookeri/,https://www.picturethisai.com/wiki/Eryngium_hookeri.html
Eryngium leavenworthii,Eryngium leavenworthii,Leavenworth Eryngo,Seed,No Treatment | Stratification,Materials listed: Seed. Treatment tags listed: No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eryngium-leavenworthii/,https://www.picturethisai.com/care/propagate/Eryngium_leavenworthii.html | https://www.westcoastseeds.com/blogs/wcs-academy/how-to-grow-eryngium
Eryngium yuccifolium,Eryngium yuccifolium,Rattlesnake Master,Root | Seed,Division | No Treatment | Stratification,Materials listed: Root | Seed. Treatment tags listed: Division | No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eryngium-yuccifolium/,https://www.wildflower.org/plants/result.php?id_plant=ERYU | https://www.epicgardening.com/rattlesnake-master/#:~:text=Propagation | https://www.everwilde.com/store/Eryngium-yuccifolium-WildFlower-Seed.html
Euonymus atropurpureus,Euonymus atropurpureus,Wahoo,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/euonymus-atropurpureus/,https://www.wildflower.org/plants/result.php?id_plant=EUAT5
Eupatorium serotinum,Eupatorium serotinum,Late Boneset,Clump | Stem,Division | Cutting,Materials listed: Clump | Stem. Treatment tags listed: Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eupatorium-serotinum/,https://earthone.io/plant/eupatorium%20serotinum
Eustoma exaltatum ssp. russellianum,Eustoma exaltatum ssp. russellianum,Texas Bluebell,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eustoma-exaltatum-ssp-russellianum/,https://www.wildflower.org/plants/result.php?id_plant=EUEXR
Eustoma exaltatum,Eustoma exaltatum,Small Bluebell,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eustoma-exaltatum/,https://travaldo.blogspot.com/2021/05/eustoma-exaltatum-seaside-gentian-care-and-culture.html | https://earthone.io/plant/eustoma%20exaltatum?srsltid=AfmBOorMKnualL8J_GzvaCNouptqDtRoddH9fYYabUNKHmk_MHdzZ35q | https://www.wildflower.org/expert/show.php?id=6237&frontpage=true
Eysenhardtia texana,Eysenhardtia texana,Kidneywood,Seed | Softwood | Semi-harwood,No Treatment | Cutting | Scarification,Materials listed: Seed | Softwood | Semi-harwood. Treatment tags listed: No Treatment | Cutting | Scarification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/eysenhardtia-texana/,https://www.ckwri.tamuk.edu/plant/texas-kidneywood#:~:text=Texas%20kidneywood%20can%20be%20grown%20from%20seed | https://plants.sc.egov.usda.gov/DocumentLibrary/factsheet/pdf/fs_eyte.pdf | https://www.gardenia.net/plant/eysenhardtia-texana-texas-kidneywood-grow-care-guide
Fleischmannia incarnata,Fleischmannia incarnata,Pink Thoroughwort,Seed | Stem | Clump,No Treatment | Cutting | Division,Materials listed: Seed | Stem | Clump. Treatment tags listed: No Treatment | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/fleischmannia-incarnata/,https://www.picturethisai.com/wiki/Fleischmannia_incarnata.html#:~:text=Water:%20Pink%20slender%2Dthoroughwort%20thrives | https://propagate.one/how-to-propagate-fleischmannia-incarnata/?amp=1&print=pdf
Forestiera pubescens,Forestiera pubescens,Elbowbush,Seed | Stem,Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/forestiera-pubescens/,https://www.wildflower.org/plants/result.php?id_plant=fopup#: | https://plants.usda.gov/DocumentLibrary/factsheet/pdf/fs_fopu2.pdf | https://www.theeyrye.com/forestiera.html
Rhamnus caroliniana,Rhamnus caroliniana,Carolina Buckthorn,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/frangula-caroliniana/,https://www.wildflower.org/plants/result.php?id_plant=CHLI2
Fraxinus texensis,Fraxinus texensis,Texas Ash,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/fraxinus-albicans/,https://www.wildflower.org/plants/result.php?id_plant=FRAL3
Fraxinus berlandieriana,Fraxinus berlandieriana,Mexican Ash,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/fraxinus-berlandieriana/,https://www.wildflower.org/plants/result.php?id_plant=FRBE
Fraxinus pennsylvanica,Fraxinus pennsylvanica,Green Ash,Seed | Stem,Stratification | No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Stratification | No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/fraxinus-pennsylvanica/,https://www.wildflower.org/plants/result.php?id_plant=FRPE | https://pfaf.org/user/Plant.aspx?LatinName=Fraxinus+pennsylvanica | https://propagate.one/how-to-propagate-fraxinus-pennsylvanica/
Funastrum crispum,Funastrum crispum,Wavyleaf Twinevine,Stem,Cutting,Materials listed: Stem. Treatment tags listed: Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/funastrum-crispum/,https://www.picturethisai.com/care/propagate/Funastrum_crispum.html
Funastrum cynanchoides,Funastrum cynanchoides,Fringed Twinevine,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/funastrum-cynanchoides/,https://store.underwoodgardens.com/vining-milkweed-seeds-funastrum-cynanchoides/f1213/
Gaillardia aestivalis,Gaillardia aestivalis,Lanceleaf Blanketflower,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/gaillardia-aestivalis/,https://warcapps.usgs.gov/PlantID/Species/Details/3810#:~:text=The%20seeds%20are%20generally%20ripe | https://www.plantdelights.com/products/gaillardia-aestivalis-var-winkleri-grape-sensation?srsltid=AfmBOoq0NBE-FUWoQVWYZ_RXFMM6Gou62WnFimkVfb8s1M-pPX26nqUb
Gaillardia pulchella,Gaillardia pulchella,Firewheel,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/gaillardia-pulchella/,https://www.fnps.org/assets/pdf/pubs/gaillardia_pulchella_blanketflower.pdf | https://earthone.io/plant/gaillardia%20pulchella | https://www.everwilde.com/store/Gaillardia-pulchella-WildFlower-Seed.html?srsltid=AfmBOoro0jIuuIulclMN62ztHi9T2qtX6dCiZ3slb87ME-onl8ccFzza | https://www.gardendesign.com/plants/gaillardia.html#:~:text=Dividing:
Garrya ovata,Garrya ovata,Mexican Silktassel,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/garrya-ovata/,https://www.forwardplant.com/plant-info/Garrya_ovata/
Gelsemium sempervirens,Gelsemium sempervirens,Carolina Jessamine,Stem | Rhizome | Seed,Layering | Division | No Treatment | Cutting,Materials listed: Stem | Rhizome | Seed. Treatment tags listed: Layering | Division | No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/gelsemium-sempervirens/,https://www.uaex.uada.edu/yard-garden/in-the-garden/reference-desk/vines/carolina-jessamine.aspx#:~:text=Carolina%20jasmine%20roots%20fairly%20readily | https://gardenerspath.com/plants/vines/grow-carolina-jessamine/ | https://hort.ifas.ufl.edu/database/lppi/sp170.shtml#:~:text=Common%20name(s | https://www.gardeningknowhow.com/ornamental/vines/carolina-jessamine/growing-carolina-jessamine.htm#:~:text=Carolina%20Jessamine%20propagation%20can%20occur
Geum canadense,Geum canadense,White Avens,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/geum-canadense/,https://www.wildflower.org/plants/result.php?id_plant=GECA7
Glandularia bipinnatifida,Glandularia bipinnatifida,Prairie Verbena,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/glandularia-bipinnatifida/,https://openprairie.sdstate.edu/nativeplant/197/#:~:text=Seed%20collection:%20Collect%20the%20nutlets | https://www.picturethisai.com/care/propagate/Glandularia_bipinnatifida_var._latilobata.html | https://plantselect.org/wp-content/uploads/2015/03/Verbena-bipinnatifida.pdf
