Plant_ID,Scientific Name,recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,fineHabitatTags,fineHabitatSummary,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,sourceUseNote,datasetVersion,lastUpdated,onlineSlug,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,secondaryMicroregions
Quercus virginiana,Quercus virginiana,282,Quercus virginiana,Quercus virginiana,"Coastal Live Oak, Southern Live Oak, Virginia Live Oak, Live Oak, Encino",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Moist; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,quercus-virginiana,https://www.wildflower.org/plants/result.php?id_plant=QUVI,https://plants.usda.gov/home/basicSearchResults?searchString=Quercus+virginiana,https://floranorthamerica.org/Special:Search?search=Quercus+virginiana,https://floranorthamerica.org/Quercus_virginiana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops; Deep Clay Prairie
Sabal mexicana,Sabal mexicana,283,Sabal mexicana,Sabal mexicana,Texas Palmetto,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry , Moist; Low , Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sabal-mexicana,https://www.wildflower.org/plants/result.php?id_plant=SAME8,https://plants.usda.gov/home/basicSearchResults?searchString=Sabal+mexicana,https://floranorthamerica.org/Special:Search?search=Sabal+mexicana,https://floranorthamerica.org/Sabal_mexicana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Sabal minor,Sabal minor,284,Sabal minor,Sabal minor,"Dwarf Palmetto, Bush Palmetto, Palmetto",Riparian and floodplain systems,Riparian Banks,alluvial floodplain or creek terrace,alluvial floodplain or creek terrace,"Dry , Moist; Medium; Sun , Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sabal-minor,https://www.wildflower.org/plants/result.php?id_plant=SAMI8,https://plants.usda.gov/home/basicSearchResults?searchString=Sabal+minor,https://floranorthamerica.org/Special:Search?search=Sabal+minor,https://floranorthamerica.org/Sabal_minor,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland; Deep Clay Prairie; Shallow Upland Prairie
Salix nigra,Salix nigra,285,Salix nigra,Salix nigra,"Black Willow, Gulf Black Willow, Swamp Willow, Sauz",Riparian and floodplain systems,Riparian Banks,stream/river bank,stream/river bank,"Moist , Wet; High; Sun , Part Shade , Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL FACW OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salix-nigra,https://www.wildflower.org/plants/result.php?id_plant=SANI,https://plants.usda.gov/home/basicSearchResults?searchString=Salix+nigra,https://floranorthamerica.org/Special:Search?search=Salix+nigra,https://floranorthamerica.org/Salix_nigra,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Sapindus saponaria var. drummondii,Sapindus saponaria var. drummondii,286,Sapindus saponaria var. drummondii,Sapindus saponaria var. drummondii,"Wingleaf Soapberry, Soapberry, Wild China Tree",Woodland and karst upland systems,Upland Woodland,stream/river bank; limestone/caliche/calcareous; rocky/ledge/slope/ridge; woodland/wood edge; dry upland; moist mesic; sunny open; shade/part shade,"stream banks, wood margins, rocky limestone hillsides","Dry , Moist; Low; Sun , Part Shade; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU UPL FACU FACU UPL UPL FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sapindus-saponaria-var-drummondii,https://www.wildflower.org/plants/result.php?id_plant=SASAD,https://plants.usda.gov/home/basicSearchResults?searchString=Sapindus+saponaria+var.+drummondii,https://floranorthamerica.org/Special:Search?search=Sapindus+saponaria+var.+drummondii,https://floranorthamerica.org/Sapindus_saponaria_var_drummondii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks; Karst Outcrops; Ecotone / Edge Thicket
Sideroxylon lanuginosum,Sideroxylon lanuginosum,287,Sideroxylon lanuginosum,Sideroxylon lanuginosum,"Gum Bumelia, Gum Bully, Woollybucket Bumelia, Woolly Bumelia, Gum Woollybucket, Woolly Buckthorn, Chittamwood, Shittamwood, Gum Elastic, Coma, Black Haw",Woodland and karst upland systems,Upland Woodland,woodland/wood edge; dry upland; moist mesic; sunny open; shade/part shade,dry low-water sun/part shade woody edge/upland tree,"Dry; Low , Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACW FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sideroxylon-lanuginosum,https://www.wildflower.org/plants/result.php?id_plant=SILA20,https://plants.usda.gov/home/basicSearchResults?searchString=Sideroxylon+lanuginosum,https://floranorthamerica.org/Special:Search?search=Sideroxylon+lanuginosum,https://floranorthamerica.org/Sideroxylon_lanuginosum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie; Karst Outcrops; Ecotone / Edge Thicket
Styphnolobium affine,Styphnolobium affine,288,Styphnolobium affine,Styphnolobium affine,"Eve's Necklace, Eve's Necklacepod, Texas Sophora, Pink Sophora, Necklace Tree",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Low; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,styphnolobium-affine,https://www.wildflower.org/plants/result.php?id_plant=STAF4,https://plants.usda.gov/home/basicSearchResults?searchString=Styphnolobium+affine,https://floranorthamerica.org/Special:Search?search=Styphnolobium+affine,https://floranorthamerica.org/Styphnolobium_affine,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Taxodium distichum,Taxodium distichum,289,Taxodium distichum,Taxodium distichum,"Bald Cypress, Baldcypress, Common Bald Cypress, Southern Bald Cypress, Deciduous Cypress, Southern Cypress, Swamp Cypress, Red Cypress, White Cypress, Yellow Cypress, Gulf Cypress, Tidewater Red Cypress",Riparian and floodplain systems,Riparian Banks,stream/river bank,stream/river bank,"Moist; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,taxodium-distichum,https://www.wildflower.org/plants/result.php?id_plant=TADI2,https://plants.usda.gov/home/basicSearchResults?searchString=Taxodium+distichum,https://floranorthamerica.org/Special:Search?search=Taxodium+distichum,https://floranorthamerica.org/Taxodium_distichum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Tilia americana,Tilia americana,290,Tilia americana,Tilia americana,"American Basswood, American Linden, Lime Tree, Bee Tree",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry , Moist; Medium; Sun , Part Shade , Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tilia-americana,https://www.wildflower.org/plants/result.php?id_plant=TIAM,https://plants.usda.gov/home/basicSearchResults?searchString=Tilia+americana,https://floranorthamerica.org/Special:Search?search=Tilia+americana,https://floranorthamerica.org/Tilia_americana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Ulmus americana,Ulmus americana,291,Ulmus americana,Ulmus americana,"American Elm, White Elm, Soft Elm, Water Elm, Common Elm",Riparian and floodplain systems,Riparian Banks,stream/river bank,stream/river bank,"Moist; High; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACW FAC FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,ulmus-americana,https://www.wildflower.org/plants/result.php?id_plant=ULAM,https://plants.usda.gov/home/basicSearchResults?searchString=Ulmus+americana,https://floranorthamerica.org/Special:Search?search=Ulmus+americana,https://floranorthamerica.org/Ulmus_americana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland
Ulmus crassifolia,Ulmus crassifolia,292,Ulmus crassifolia,Ulmus crassifolia,"Cedar Elm, Fall Elm, Basket Elm, Scrub Elm, Lime Elm, Texas Elm, Southern Rock Elm, Olmo",Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland prairie slope,dry upland prairie slope,Moist; Medium; Part Shade; Low,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,ulmus-crassifolia,https://www.wildflower.org/plants/result.php?id_plant=ULCR,https://plants.usda.gov/home/basicSearchResults?searchString=Ulmus+crassifolia,https://floranorthamerica.org/Special:Search?search=Ulmus+crassifolia,https://floranorthamerica.org/Ulmus_crassifolia,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Ungnadia speciosa,Ungnadia speciosa,293,Ungnadia speciosa,Ungnadia speciosa,"Mexican Buckeye, Monilla",Woodland and karst upland systems,Karst Outcrops,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Dry; Low; Sun , Part Shade",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,ungnadia-speciosa,https://www.wildflower.org/plants/result.php?id_plant=UNSP,https://plants.usda.gov/home/basicSearchResults?searchString=Ungnadia+speciosa,https://floranorthamerica.org/Special:Search?search=Ungnadia+speciosa,https://floranorthamerica.org/Ungnadia_speciosa,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Acleisanthes obtusa,Acleisanthes obtusa,294,Acleisanthes obtusa,Acleisanthes obtusa,Berlandier's Trumpet,Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland; moist mesic; sunny open; shade/part shade,dry low-water sun/part shade trumpet-flower,"Dry; Low; Sun , Part Shade; Medium",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,acleisanthes-obtusa,https://www.wildflower.org/plants/result.php?id_plant=ACOB2,https://plants.usda.gov/home/basicSearchResults?searchString=Acleisanthes+obtusa,https://floranorthamerica.org/Special:Search?search=Acleisanthes+obtusa,https://floranorthamerica.org/Acleisanthes_obtusa,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Campsis radicans,Campsis radicans,295,Campsis radicans,Campsis radicans,"Trumpet Creeper, Trumpet Vine, Common Trumpet Creeper, Cow Vine, Foxglove Vine, Hellvine, Devil's Shoestring",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry , Moist; Low; Sun; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FACU FACU FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,campsis-radicans,https://www.wildflower.org/plants/result.php?id_plant=CARA2,https://plants.usda.gov/home/basicSearchResults?searchString=Campsis+radicans,https://floranorthamerica.org/Special:Search?search=Campsis+radicans,https://floranorthamerica.org/Campsis_radicans,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Clematis drummondii,Clematis drummondii,296,Clematis drummondii,Clematis drummondii,Old Man's Beard,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry , Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,clematis-drummondii,https://www.wildflower.org/plants/result.php?id_plant=CLDR,https://plants.usda.gov/home/basicSearchResults?searchString=Clematis+drummondii,https://floranorthamerica.org/Special:Search?search=Clematis+drummondii,https://floranorthamerica.org/Clematis_drummondii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Clematis pitcheri,Clematis pitcheri,297,Clematis pitcheri,Clematis pitcheri,"Purple Leatherflower, Purple Clematis, Leatherflower, Bluebill, Bellflower Clematis, Pitcher's Clematis",Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff","Moist; Medium; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,clematis-pitcheri,https://www.wildflower.org/plants/result.php?id_plant=CLPI,https://plants.usda.gov/home/basicSearchResults?searchString=Clematis+pitcheri,https://floranorthamerica.org/Special:Search?search=Clematis+pitcheri,https://floranorthamerica.org/Clematis_pitcheri,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Clematis texensis,Clematis texensis,298,Clematis texensis,Clematis texensis,"Scarlet Clematis, Scarlet Leatherflower, Texas Clematis",Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff",Moist; Low; Part Shade,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,clematis-texensis,https://www.wildflower.org/plants/result.php?id_plant=CLTE2,https://plants.usda.gov/home/basicSearchResults?searchString=Clematis+texensis,https://floranorthamerica.org/Special:Search?search=Clematis+texensis,https://floranorthamerica.org/Clematis_texensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Cocculus carolinus,Cocculus carolinus,299,Cocculus carolinus,Cocculus carolinus,Carolina Snailseed,Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff",Moist; Low; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,cocculus-carolinus,https://www.wildflower.org/plants/result.php?id_plant=COCA,https://plants.usda.gov/home/basicSearchResults?searchString=Cocculus+carolinus,https://floranorthamerica.org/Special:Search?search=Cocculus+carolinus,https://floranorthamerica.org/Cocculus_carolinus,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Cynanchum barbigerum,Cynanchum barbigerum,300,Cynanchum barbigerum,Cynanchum barbigerum,"Cynanchum, Bearded Swallow-wort, Thicket Threadvine","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,woodland/wood edge; dry upland; sunny open,"climbing vine, low-water sunny/edge context",Sun,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,cynanchum-barbigerum,https://www.wildflower.org/plants/result.php?id_plant=CYBA,https://plants.usda.gov/home/basicSearchResults?searchString=Cynanchum+barbigerum,https://floranorthamerica.org/Special:Search?search=Cynanchum+barbigerum,https://floranorthamerica.org/Cynanchum_barbigerum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland; Shallow Upland Prairie
Funastrum cynanchoides,Funastrum cynanchoides,301,Funastrum cynanchoides,Funastrum cynanchoides,"Fringed Twinevine, Climbing Milkweed Vine, Twine-vine","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,limestone/caliche/calcareous; deep clay/swale; woodland/wood edge; dry upland; moist mesic; shade/part shade,"chaparral/brush country, open woodlands, dry limestone/caliche",Dry; Medium; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,funastrum-cynanchoides,https://www.wildflower.org/plants/result.php?id_plant=FUCY,https://plants.usda.gov/home/basicSearchResults?searchString=Funastrum+cynanchoides,https://floranorthamerica.org/Special:Search?search=Funastrum+cynanchoides,https://floranorthamerica.org/Funastrum_cynanchoides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland; Karst Outcrops; Shallow Upland Prairie
Lonicera albiflora,Lonicera albiflora,302,Lonicera albiflora,Lonicera albiflora,"Western White Honeysuckle, White Shrub Honeysuckle, White Bush Honeysuckle, White Limestone Honeysuckle, Texas Honeysuckle, White Honeysuckle",Woodland and karst upland systems,Karst Outcrops,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff","Dry , Moist; Low; Sun , Part Shade",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,lonicera-albiflora,https://www.wildflower.org/plants/result.php?id_plant=LOAL,https://plants.usda.gov/home/basicSearchResults?searchString=Lonicera+albiflora,https://floranorthamerica.org/Special:Search?search=Lonicera+albiflora,https://floranorthamerica.org/Lonicera_albiflora,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
