recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,secondaryMicroregions,fineHabitatTags,fineHabitatSummary,nativeHabitat,soilDescription,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,sourceUseNote,datasetVersion,lastUpdated,onlineSlug
11,Bouteloua gracilis,Bouteloua gracilis,Blue Grama,Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry prairies; plains. A dominant grass in dry shortgrass prairies. An understory grass in moister, mixed prairies.","Well-drained, low organic content, gravelly soils or sandy loams, clays. Calcareous or granitic.","Dry; Low , Medium; Sun; Medium; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=BOGR2,https://plants.usda.gov/home/basicSearchResults?searchString=Bouteloua+gracilis,https://floranorthamerica.org/Special:Search?search=Bouteloua+gracilis,https://floranorthamerica.org/Bouteloua_gracilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,bouteloua-gracilis
12,Bouteloua rigidiseta,Bouteloua rigidiseta,Texas Grama,Upland prairie and open grassland systems,Shallow Upland Prairie,,dry upland prairie slope,dry upland prairie slope,"Hillsides, Slopes, Woodlands' edge, Openings, Prairies, Plains, Meadows, Pastures, Savannas, Roadsides","Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=BORI,https://plants.usda.gov/home/basicSearchResults?searchString=Bouteloua+rigidiseta,https://floranorthamerica.org/Special:Search?search=Bouteloua+rigidiseta,https://floranorthamerica.org/Bouteloua_rigidiseta,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,bouteloua-rigidiseta
13,Chasmanthium latifolium,Chasmanthium latifolium,"Inland Sea Oats, Indian Wood Oats, Wild Oats, River Oats, Flathead Oats, Upland Oats, Upland Sea Oats",Upland prairie and open grassland systems,Shallow Upland Prairie,Riparian Banks,dry upland prairie slope,dry upland prairie slope,Shaded slopes; low thickets; stream banks,"Moist sands, loams, and clays. Poorly drained okay.","Moist; Medium; Part Shade , Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACU FACU FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=CHLA5,https://plants.usda.gov/home/basicSearchResults?searchString=Chasmanthium+latifolium,https://floranorthamerica.org/Special:Search?search=Chasmanthium+latifolium,https://floranorthamerica.org/Chasmanthium_latifolium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,chasmanthium-latifolium
14,Elymus canadensis,Elymus canadensis,Canada Wildrye,Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Grasslands, ravines, depressions, verges, open woodlands, ditches, fencerows","Moist, well-drained, porous, acid or calcareous sand, loam, clay, or limestone","Moist; Medium; Sun , Part Shade; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FACU FACU FACU FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ELCA4,https://plants.usda.gov/home/basicSearchResults?searchString=Elymus+canadensis,https://floranorthamerica.org/Special:Search?search=Elymus+canadensis,https://floranorthamerica.org/Elymus_canadensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,elymus-canadensis
15,Eragrostis hirsuta,Eragrostis hirsuta,Big Top Love Grass,"Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,Deep Clay Prairie; Shallow Upland Prairie,roadside/disturbed sandy clay loam edge,roadside/disturbed sandy clay loam edge,,,,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU UPL FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=ERHI,https://plants.usda.gov/home/basicSearchResults?searchString=Eragrostis+hirsuta,https://floranorthamerica.org/Special:Search?search=Eragrostis+hirsuta,https://floranorthamerica.org/Eragrostis_hirsuta,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,eragrostis-hirsuta
16,Eragrostis spectabilis,Eragrostis spectabilis,"Purple Lovegrass, Purple Love Grass, Purple Plains Lovegrass, Tumblegrass, Petticoat Climber",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Sandy or disturbed sites; plains; open woods,"Sandy soils. Well drained open fields. Grows best on moist, sandy soil in full sun.",Moist; Low; Sun; Low,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU UPL UPL UPL UPL UPL UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ERSP,https://plants.usda.gov/home/basicSearchResults?searchString=Eragrostis+spectabilis,https://floranorthamerica.org/Special:Search?search=Eragrostis+spectabilis,https://floranorthamerica.org/Eragrostis_spectabilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,eragrostis-spectabilis
17,Eragrostis trichodes,Eragrostis trichodes,"Sand Love Grass, Sand lovegrass",Woodland and karst upland systems,Upland Woodland,Shallow Upland Prairie,upland woodland or shaded understory,upland woodland or shaded understory,"Open, sandy woods; sand barrens","Deep, sandy soils.",Medium; Part Shade; High,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=ERTR3,https://plants.usda.gov/home/basicSearchResults?searchString=Eragrostis+trichodes,https://floranorthamerica.org/Special:Search?search=Eragrostis+trichodes,https://floranorthamerica.org/Eragrostis_trichodes,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,eragrostis-trichodes
18,Eriochloa sericea,Eriochloa sericea,Texas Cupgrass,Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Prairie, Plains, Meadows, Pastures, Savannas, Woodlands' edge, Opening","Limestone-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",Dry; Medium; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ERSE5,https://plants.usda.gov/home/basicSearchResults?searchString=Eriochloa+sericea,https://floranorthamerica.org/Special:Search?search=Eriochloa+sericea,https://floranorthamerica.org/Eriochloa_sericea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,eriochloa-sericea
19,Leersia oryzoides,Leersia oryzoides,"Rice Cutgrass, Rice Cut Grass","Aquatic, spring-run, and wetland systems",Aquatic / Spring Runs,Upland Woodland,pond/lake margin or shallow open water,pond/lake margin or shallow open water,Swamps; ditches; shores,Wet soil to standing water.,Wet; High; Part Shade; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: OBL OBL OBL OBL OBL OBL OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=LEOR,https://plants.usda.gov/home/basicSearchResults?searchString=Leersia+oryzoides,https://floranorthamerica.org/Special:Search?search=Leersia+oryzoides,https://floranorthamerica.org/Leersia_oryzoides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,leersia-oryzoides
20,Muhlenbergia lindheimeri,Muhlenbergia lindheimeri,"Lindheimer's Muhly, Lindheimer Muhly, Big Muhly, Blue Muhly",Woodland and karst upland systems,Karst Outcrops,,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Limestone uplands near streams. On limestone outcrops, often close by small streams. Well-drained sand, loam, clay, limestone.","Well-drained, rocky, limestone soils. Limestone-based, Calcareous, Clay, Clay Loam","Dry , Moist; Medium; Sun","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=MULI,https://plants.usda.gov/home/basicSearchResults?searchString=Muhlenbergia+lindheimeri,https://floranorthamerica.org/Special:Search?search=Muhlenbergia+lindheimeri,https://floranorthamerica.org/Muhlenbergia_lindheimeri,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,muhlenbergia-lindheimeri
21,Muhlenbergia reverchonii,Muhlenbergia reverchonii,Seep Muhly,Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie,gravelly calcareous slope or terrace,gravelly calcareous slope or terrace,"Grassy, limestone slopes; rocky limestone, clay, and caliche prairies.","Rocky or gravelly or loamy limestone, clay, or caliche, calcareous. Dry to moist.","Dry , Moist; Medium; Sun; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=MURE2,https://plants.usda.gov/home/basicSearchResults?searchString=Muhlenbergia+reverchonii,https://floranorthamerica.org/Special:Search?search=Muhlenbergia+reverchonii,https://floranorthamerica.org/Muhlenbergia_reverchonii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,muhlenbergia-reverchonii
22,Muhlenbergia schreberi,Muhlenbergia schreberi,Nimblewill,Woodland and karst upland systems,Upland Woodland,Ecotone / Edge Thicket; Riparian Banks; Shallow Upland Prairie; Karst Outcrops,ravine/canyon/depression; prairie/open field; woodland/wood edge; dry upland; moist mesic; shade/part shade,broad moist-to-dry woods/prairies/ravines/riverbanks; site-specific,,,"Moist; Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FACU FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=MUSC,https://plants.usda.gov/home/basicSearchResults?searchString=Muhlenbergia+schreberi,https://floranorthamerica.org/Special:Search?search=Muhlenbergia+schreberi,https://floranorthamerica.org/Muhlenbergia_schreberi,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,muhlenbergia-schreberi
23,Muhlenbergia utilis,Muhlenbergia utilis,"Aparejo Grass, Aparejo Muhly",Riparian and floodplain systems,Riparian Banks,Aquatic / Spring Runs; Deep Clay Prairie,limestone/caliche/calcareous; moist mesic; sunny open; shade/part shade,wet habitats including riverbanks/meadows; sometimes alkaline soils,,,,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=MUUT,https://plants.usda.gov/home/basicSearchResults?searchString=Muhlenbergia+utilis,https://floranorthamerica.org/Special:Search?search=Muhlenbergia+utilis,https://floranorthamerica.org/Muhlenbergia_utilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,muhlenbergia-utilis
24,Panicum virgatum,Panicum virgatum,"Switchgrass, Wand Panic Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry or moist prairies; bluffs; stream banks; open woods. In moist and seasonally damp open places throughout Texas, except for Trans-Pecos. Sand, loam, clay, limestone; poor drainage okay.","Dry to moist soils. Sandy, Sandy Loam, Medium Loam Clay Loam, Clay, Limestone-based.","Dry , Moist; Medium; Sun , Part Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACW FAC FAC FAC FAC FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=PAVI2,https://plants.usda.gov/home/basicSearchResults?searchString=Panicum+virgatum,https://floranorthamerica.org/Special:Search?search=Panicum+virgatum,https://floranorthamerica.org/Panicum_virgatum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,panicum-virgatum
25,Poa arachnifera,Poa arachnifera,"Texas Bluegrass, Texas Blue Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Woodlands' edge, Opening, Prairie, Plains, Meadows, Pastures, Savannas","Loams. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay","Moist; Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=POAR,https://plants.usda.gov/home/basicSearchResults?searchString=Poa+arachnifera,https://floranorthamerica.org/Special:Search?search=Poa+arachnifera,https://floranorthamerica.org/Poa_arachnifera,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,poa-arachnifera
26,Schizachyrium scoparium,Schizachyrium scoparium,"Little Bluestem, Popotillo Azul",Upland prairie and open grassland systems,Shallow Upland Prairie,,dry upland prairie slope,dry upland prairie slope,"Woodlands' edge, Opening, Hillsides, Slopes, Prairie, Plains, Meadows, Pastures, Savannas","Well-drained soil. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Limestone-based","Dry; Low; Sun , Part Shade; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU UPL FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SCSC,https://plants.usda.gov/home/basicSearchResults?searchString=Schizachyrium+scoparium,https://floranorthamerica.org/Special:Search?search=Schizachyrium+scoparium,https://floranorthamerica.org/Schizachyrium_scoparium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,schizachyrium-scoparium
27,Setaria scheelei,Setaria scheelei,"Southwestern Bristlegrass, Scheele's Bristlegrass, Scheele's Foxtail Grass, Foxtail Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,Mesic Canyons & Seeps; Upland Woodland,open dry upland prairie/grassland,open dry upland prairie/grassland,Shaded canyons and open woodlands.,"A variety of soils, but mostly woodland soils and disturbed soils, including soils of urban areas. The richer the soil the less water required.","Dry , Moist; Low , Medium; Part Shade , Shade",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=SESC2,https://plants.usda.gov/home/basicSearchResults?searchString=Setaria+scheelei,https://floranorthamerica.org/Special:Search?search=Setaria+scheelei,https://floranorthamerica.org/Setaria_scheelei,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,setaria-scheelei
28,Sorghastrum nutans,Sorghastrum nutans,"Indiangrass, Yellow Indiangrass, Indian Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie; Upland Woodland,dry upland prairie slope,dry upland prairie slope,"Prairies; open woods; fields; dry slopes. Frequent in north central Texas, Edwards Plateau, and Plains Country. Sand, loam, clay, limestone; seasonal poor drainage okay.","Moist, rich soils. Calcareous, Sandy Sandy Loam, Medium Loam, Clay Loam, Clay, Limestone-based","Dry , Moist; Medium; Sun , Part Shade , Shade; High; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SONU2,https://plants.usda.gov/home/basicSearchResults?searchString=Sorghastrum+nutans,https://floranorthamerica.org/Special:Search?search=Sorghastrum+nutans,https://floranorthamerica.org/Sorghastrum_nutans,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sorghastrum-nutans
29,Tridens albescens,Tridens albescens,"White Tridens, White Top",Upland prairie and open grassland systems,Deep Clay Prairie,Riparian Banks; Ecotone / Edge Thicket,deep clay/swale; disturbed/roadside/ditch; moist mesic; shade/part shade,"clay roadsides, riparian areas, swales","In clay along roadsides, riparian areas and in swales throughout Texas.","Clay loam, clay.",Moist; Medium; Part Shade,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FAC FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=TRAL2,https://plants.usda.gov/home/basicSearchResults?searchString=Tridens+albescens,https://floranorthamerica.org/Special:Search?search=Tridens+albescens,https://floranorthamerica.org/Tridens_albescens,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tridens-albescens
30,Tridens flavus,Tridens flavus,Purpletop Tridens,Upland prairie and open grassland systems,Shallow Upland Prairie,Deep Clay Prairie; Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Roadsides, Open woodlands","Dry soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",Dry; Low; Part Shade; Low,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU UPL FACU UPL UPL UPL UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=TRFL2,https://plants.usda.gov/home/basicSearchResults?searchString=Tridens+flavus,https://floranorthamerica.org/Special:Search?search=Tridens+flavus,https://floranorthamerica.org/Tridens_flavus,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tridens-flavus
